,star rating,name,review,date,location_code
2648,5,Nidia Rivera,"(Translated by Google) They always have discount coupons

(Original)
Siempre tienen cupones de descuento",2018-01-01,12
2649,5,yajaira feliz,"(Translated by Google) I found everything I needed and saved me $ 80 with the discount coupons

(Original)
Encontré todo lo k nesecitava y me ahorre $80 dólares con los cupones de descuento",2018-01-01,12
2650,4,Yuliana Yuliana,"(Translated by Google) Everything

(Original)
Todo",2016-01-01,12
2651,5,Emmanuel Collado,,2017-01-01,12
2652,4,JESSEandIVORY,,2018-01-01,12
2653,4,tamiko alston,,2012-01-01,12
2654,5,Ilya Troynin,,2017-01-01,12
2655,3,mike valle,,2018-01-01,12
2656,5,Madeline Vargas,,2018-01-01,12
2657,5,Chumly Page,,2017-01-01,12
2658,5,Gary Romero,,2018-01-01,12
2659,5,carmen hernandez,,2018-01-01,12
2660,4,Theresa Caliente,,2016-01-01,12
2661,4,Jason Drimalitis,,2012-01-01,12
2662,4,Chris Marks,,2016-01-01,12
2663,5,Nasheika Young,,2020-05-01,12
2664,4,Jeffrey Bowers,,2018-01-01,12
2665,4,Tara Martinez,,2020-01-01,12
2666,5,Lauren Grant,,2016-01-01,12
2667,5,Héctor L Pagán,,2018-01-01,12
2668,5,Glenys Hidalgo,,2020-01-01,12
2669,5,Josh Turner,,2017-01-01,12
2670,5,Timothy Kent,,2018-01-01,12
2671,5,Allen James,,2020-01-01,12
2672,5,Teresa Santana,,2018-01-01,12
2673,5,Dean Stufflet,,2020-05-01,12
2674,5,Anitza Torres,,2018-01-01,12
2675,5,Yudi Rodriguez,,2019-01-01,12
2676,5,Pat Arroyo,,2019-01-01,12
2677,5,Ivette Cruz,,2017-01-01,12
2678,5,mal gosia,,2018-01-01,12
2679,1,Sidra Javed,,2018-01-01,12
2680,5,Arbel Medina,,2018-01-01,12
2681,4,Randy Christman,,2018-01-01,12
2682,4,Stephanie Mendoza,,2018-01-01,12
2683,4,frenly delossantos,,2018-01-01,12
2684,1,Daniel Quinn,,2018-01-01,12
2685,5,puck30,,2019-01-01,12
2686,5,Keith Haas,,2018-01-01,12
2687,5,Stacey Dee,,2020-06-01,12
2688,4,joe lavalva,,2018-01-01,12
2689,5,Janet Apgar,,2018-01-01,12
2690,5,Tim Heidelmark,,2017-01-01,12
2691,4,Suzanne Scott Holmes,,2018-01-01,12
2692,5,Pedro Fabian,,2018-01-01,12
2693,5,AngelsVsDemons,,2018-01-01,12
2694,5,Jose Quiles,,2018-01-01,12
2695,4,Karl Moser,,2018-01-01,12
2696,3,Dwayne Snyder,,2018-01-01,12
2697,5,Cris Rome,,2018-01-01,12
2698,5,Belmiro Sousa,,2019-01-01,12
2699,4,Sandra Peters,,2018-01-01,12
2700,5,Michael Best,,2018-01-01,12
2701,3,Jonna Mickshaw,,2018-01-01,12
2702,2,carmelito sosa,,2017-01-01,12
2703,5,Sammy Catala,,2019-01-01,12
2704,4,Paul Reilly,,2018-01-01,12
2705,5,Shawn Yetter,,2018-01-01,12
2706,5,Amanda Vega,,2018-01-01,12
2707,3,Gillian Bowers,,2018-01-01,12
2708,4,naincy khattar,,2018-01-01,12
2709,5,Crystal Kunkle,,2019-01-01,12
2710,5,Angelina Aguirre,,2018-01-01,12
2711,5,Snoopy,,2020-01-01,12
2712,4,Andrea Paulino,,2019-01-01,12
2713,3,Mr. K,,2016-01-01,12
2714,4,Jason Reed,,2018-01-01,12
2715,3,Dj Taino,,2018-01-01,12
2716,5,Brenda Kelly,,2018-01-01,12
2717,5,Vincent Karaca,,2019-01-01,12
2718,5,Carmen Andrews,,2017-01-01,12
2719,4,Darrell Glass,,2019-01-01,12
2720,5,Mike Balk,,2018-01-01,12
2721,5,Roland Schumacher,,2020-01-01,12
2722,4,Patricia Crain,,2018-01-01,12
2723,4,Afaf Abdouche,,2017-01-01,12
2724,4,Jerusalem,,2018-01-01,12
2725,5,Patricia Gordon,,2018-01-01,12
2726,5,Ashley Bronfield,,2018-01-01,12
2727,5,Laura Vera,,2018-01-01,12
2728,5,Frank Perna,,2018-01-01,12
2729,5,Fernando Silva,,2018-01-01,12
2730,4,Troy Laubach,,2018-01-01,12
2731,4,Sharon Taptich,,2018-01-01,12
2732,5,Sunil Kadiyala,,2018-01-01,12
2733,4,Jamie Dorner,,2017-01-01,12
2734,3,Felix R Marinez,,2018-01-01,12
2735,5,Adrian Oyola,,2018-01-01,12
2736,5,Stephany Rosario-Quintero,,2018-01-01,12
2737,3,Zuleyka Martinez,,2018-01-01,12
2738,5,Jerome Klinger,,2018-01-01,12
2739,5,Kathleen Davidson,,2020-05-01,12
2740,5,judith rodriguez,,2017-01-01,12
2741,4,Wesley Morgan,,2018-01-01,12
2742,4,Mauricio Gomez,,2018-01-01,12
2743,5,Jarred Arroyo,,2016-01-01,12
2744,5,Betsy Landor,,2018-01-01,12
2745,2,Greg Hill,,2018-01-01,12
2746,4,Tara Gianguzzi,,2016-01-01,12
2747,4,Reham Daher,,2018-01-01,12
2748,3,LOURDES RIVERA,,2018-01-01,12
2749,5,Jason Yenser,,2018-01-01,12
2750,4,Nelson Fernandez,,2018-01-01,12
2751,3,William Holmes,,2019-01-01,12
2752,5,Lobo rudo E,,2020-06-01,12
2753,4,Timothy Rigotti,,2018-01-01,12
2754,5,Tim Gogel,,2018-01-01,12
2755,5,Ana E. Henríquez,,2018-01-01,12
2756,5,Thania Inoa,,2017-01-01,12
2757,5,voytek D.,,2018-01-01,12
2758,5,Arlyn Romero,,2017-01-01,12
2759,5,Rita Campbell,,2018-01-01,12
2760,1,J A,"Take an adventure into the BJ's located on Red Lion road. First you get your gas, but the line is exceptionally long and half of the cars are going in the wrong direction. There are signs that specifically state that it is one-way only, but …",2021-04-01,13
2761,5,Angels Media - Exploring American Life to the World,"Vary crowded now a days, one of the  whole sale retailer in northeast Philly, lot of households grocery's, kids wear, ladies and mens Wear, meats, milk, vegetables, fruits, juices, soda, Electronics gadgets, eye clinics, lences, frames, …",2021-12-01,13
2762,2,Nickolas Giampietro,I'm fed up with the meat department.  Bought bad fish there and my wife almost ate it she didn't know anything about food safety. They did accept the return tho. SAVE YOUR RECEIPTS. Got ground beef there and It is dyed. Watch out for stores …,2021-03-01,13
2763,1,Lauren O,Doesn't matter when you come the check out line will be almost to the back of the store!! Considering there's a membership fee you'd think they could afford to hire more cashiers.,2021-04-01,13
2764,5,Review Buster,"Great store to shop for bigger deals really good prices on electronics with own bakery and even with Dunkin’ Donuts shop in store staff is friendly and informative
They don’t have shopping bags but can provide you with boxes to carry purchased goods
Only thing is you need to get their membership
To shop here",2018-01-01,13
2765,5,Ali Aloosh,Great prices and lots of great deals ! Must be a member to enter and purchase items but definitely worth being a member! Lines can be long but I always use the self check out lanes since it’s much faster !,2021-12-01,13
2766,1,Dr. Tyme,Because of them I will never renew my membership at BJs. They don't price match or allow you to return or exchange items. Its unbelievable. Sams is way better. I will take my business elsewhere.,2021-12-01,13
2767,1,Andy Dougherty,"I had the worst shopping experience of my life in the Red Lion store today. It was absolutely packed, there was no effort at social distancing whatsoever (which is actually a function of the customers but the customer base is ALWAYS like …",2020-11-01,13
2768,1,Peter Fusco,"Waited in Curbside pickup for over an hour.  Managed stated they where looking for someone to bring me my stuff, two items.  What is the point of having Curbside Pickup if you do not have anyone to staff.  What should of happened was the …",2020-11-01,13
2769,5,Anthony Ciraolo,Returned to bjs after a few years store was fantastic had everything we needed the service outstanding the lunchmeat cut to order fresh will be making this our go to place,2020-09-01,13
2770,1,timothy volack,Was on hold for an hour and then when I finally got through they hang up. Will never return. Worst business I’ve ever been in. Super dirty and the employees are some of the worse I have seen,2021-01-01,13
2771,1,Roksolana Dyak,"I had 1 item messing in my final check out. So I return to pay for my purchase. Not only was the customer service line long, but people where cutting in. And you know what was the worst part? Staff let them! They said nothing made it clear …",2020-05-01,13
2772,1,Jo,DO NOT USE YOUR CREDIT CARDS AT THIS STORE!!! I used my card twice at this store and found unauthorized transactions right after!! The first time was used at a restaurant and the second time at Apple Store! The store manager should look into this matter and take actions to prevent it happen over and over!!!,2020-11-01,13
2773,1,sk md alamgir hossain,I bought from this store. But they don’t returned in this store. Bj this store  only for sale! Funny!,2021-12-01,13
2774,4,Brenda Moffatt,Alittle crowded long lines ti check out,2021-01-01,13
2775,1,Reji Mathew,customer service is BJ'S Please please do not ever order by online.....They didn't show the item was unavailable util after we purchase and they took payment. After a while send an email saying payment will be refunded after a week. Once u …,2020-09-01,13
2776,1,john dan,"Horrible customer service experience from a cart pick up boy from the parking lot, after shopping I left my cart in the lot at the right place I suppose to park . A boy came from no were and said "" this is not the way how I want you to park …",2020-01-01,13
2777,5,Jack,this is definitely the best place to shop the prices are great and the service is awesome people are very friendly I've been coming here for years,2020-06-01,13
2778,1,Glenn hench,"All you do here is WAIT. Wait at the deli, 1 employee, people waiting. Wait at checkout, 7 checkout isles closed (understaffed), people waiting back into the store area. Wait at the exit door.  55 minutes for the purchase of 3 items (1lb of …",2020-01-01,13
2779,5,Emily Rivera,"My husband and I went in looking at prices hoping to get a membership.  Tania, at customer service was great!!  She explained everything so well, answered every question we had and helped us sign up for membership.",2020-01-01,13
2780,1,ALEYAMMA THOMAS,Worst place for weekend shopping.,2021-02-01,13
2781,5,Dr. Allen Conrad,Cheap gas plus plenty of sales,2021-03-01,13
2782,1,P Porter,"I love BJs.  But this store is horrible!!! Poorly staffed, out of stock, long lines, all around the most stressful and disappointing shopping experience compared to all other stores.  Please get a new management team or rename to save ypur reputation , BJs!orsomething.  Yikes, Bus take your sign down and rename tm",2020-01-01,13
2783,3,Amber Rempp,This store is always packed and way under staffed. Workers always do a good job but lines are always redicilous. They need to put more than one person checking receipts.,2020-01-01,13
2784,1,Maya,"There was no water. No Berkeley and Jensen, no deer park. What is going on? Out of waters for 3 days?!? Not only were they out of water, they were selectively out of other products which there were coupons for. So my coupons expire and I’m …",2020-01-01,13
2785,3,Douglas Mensah,Nothing fancy just BJ's,2021-04-01,13
2786,3,Ms Wonderfulgem,"There is always a need for improvement. My husband and I look forward to experiencing professionalism from everyone employed at the retail giant; unfortunately, that's not always the case. Everyone that works there needs training, …",2020-01-01,13
2787,3,Amir Lookout,The quality of the Steaks are falling off 🙄,2020-10-01,13
2788,1,Local Homegirl,"I purchased the $10 BJ Online Access membership.  Went to purchase sugar and pick up in the store.  The item was clearly available for this option.  But when I went to pay for the items in my cart, the only option was to have it shipped at …",2020-01-01,13
2789,1,Frank Pavgouzas,Be aware people are rude and do not care about how they park!!!,2019-01-01,13
2790,1,Mikhail Chertov,"Called the BJ’s Optical department to ask some questions and told them I’ll be there in a few minutes. Once I got inside, I stood around waiting for 25-30 minutes. No one to be found. Not sure how you can run a business like this.",2020-01-01,13
2791,1,Joan C,At the deli where you have 1 employee its ridiculous. Taking my businezz to Sams,2020-01-01,13
2792,3,G MAIL,You have to buy HUGE volumes of food just to get W****** prices. Some of BJ's electronics like TV's and security cameras are cheap but you can still buy them for less online at discount sites. BJ's clothes and shoes are priced …,2018-01-01,13
2793,1,Ari K.,Recently bought a bag of store brand kettle cooked chips and it was literally filled with bugs. I don’t know how they maintained their products but this is repulsive and unacceptable. Cancelled my membership.,2019-01-01,13
2794,1,KINA,Never Enough cashiers they didn't even have almond milk not even one brand or generic of almond milk always long lines in the Dell Department the store needs better management they have one manager Sandra B she is the nastiest unkind knows …,2018-01-01,13
2795,5,IDA CURRAN,Always fresh deli.,2020-06-01,13
2796,4,Patricia Williams,I usually shop at the ones outside of the city because I don't want to pay the soda tax. But all-in-all no matter what BJ I go to I usually can find what I went there for. Plus some other stuff that I didn't plan on looking for. But is there anyway. LOL,2019-01-01,13
2797,5,Shawn Edwards,Good selection and customer service,2020-05-01,13
2798,5,LISA THOMPSON,This review goes to a girl in the bakery department named yasenia..I may have mispelled her name ....I came in today may 27th to pickup a cake I ordered for my daughter's 12 the bday. She showed me the cake and the picture of three cats …,2020-01-01,13
2799,1,Justin Davidson,"I literally just walked out of the door.  First time using my membership. I will never come here again!  The staff is rude!  I just purchased close to $1,000 in groceries.  After you pay at the register your receipt has to be checked (I’m …",2018-01-01,13
2800,1,Ana DIru,If you have a chance just go the oxford valley bjs which is so much more cleaner and the customer service is so much more qualified.,2019-01-01,13
2801,4,James T Savage,"Well, the store was very well organized, in stock, and the prices were reasonable. The only issue that I had was the self check out, it was great, except for as you pack your food, the next customers food starts to come down the belt. There needs to be a way to separate your food from the next customer.",2018-01-01,13
2802,5,Etya Capach,Love bjs! They have everything you need so you can stay stocked up! Employees are very nice! And love all the coupons and rewards!,2018-01-01,13
2803,5,gordon adler,Very good prices & selection. Wide accessible isles & plenty of parking.,2019-01-01,13
2804,1,Rusty,"Customer Service: 0/10.  Ordering tires on their website leads to appointments that cannot be met as tires are not onsite.  Managers were rude, repeatedly interrupt, did not want to work on a resolution, and placed fault on the customer for not waiting for a call... even though the site provided an appointment date.",2020-01-01,13
2805,1,CJHockey96 Gaming,"If I could put negative stores I would
The people are rude & the employees don't know what they're doing. Never go there during mid day.",2019-01-01,13
2806,1,A Rivera,Poor receiving had 3 stop all bjs every single one took me early was out in 10 minutes for each of my first 2 stop get here to red lion I was told  I had to wait 1hr an 30min to get unloaded appointment time on top of all that I wasn't …,2019-01-01,13
2807,5,Shirley Johnson,"I have been a BJ's member for years. Bjs is the best place to shop, the customer service is great. Friendly atmosphere,  the prices, the quality and quantity of their products are super great and affordable. Bjs is best and I love it.",2018-01-01,13
2808,5,Elizabeth Leftwich,The best place to buy bulk and accepts all coupons. Open late I can go after work. The new deli department and fresh vegetables and fruits like 9th street.......,2018-01-01,13
2809,4,Rochelle Rubin,Good grocery selection and some logic to order. Tend to be long lines at peak periods.  Much neater and cleaner than previously .  Need more employees to assist in something as basic as where an item is located.  Still an improvement.,2017-01-01,13
2810,4,Art Carlson,As all stores know your prices when shopping but most items are a good deal. Staff are helpful.,2018-01-01,13
2811,4,Heba Brohi,The lines are always long. But there are some pretty good deals. I like that they opened a Dunkin' Donuts inside.,2018-01-01,13
2812,5,Rosalie Festus,The lines was long but it was moving alone fast. In and out. Thanks BJ's,2018-01-01,13
2813,1,feby felix,Had a really bad experience from the invoice checking person at the gate today .. I just had 4 items in my cart. He asked me to move back from the cart so that he can see the items clearly. . Just 4 items .. when he gave the invoice back to …,2017-01-01,13
2814,4,Sabrina Smith,"Nice place to shop. Bathrooms were kind of dirty. Cashiers very friendly. Higher ups not so much. Kinda lazy. Greeter at the door: Sour face, no reply when spoken Hi to. They should put someone more plesent up front!",2017-01-01,13
2815,1,Maggie Irwin,"Prices are more than target, NO variety at all, only worth it it u eat all junk food and a lot of it. 5 total vegan or gluten free option no options for both other than tge limited fresh section",2018-01-01,13
2816,5,Jen Shumer,Well organized location. Nice staff.,2018-01-01,13
2817,5,Jonathan McGovern,Great Place to shop and had a nice experince when I arrived after last snow blizzard we got.  One of the snow removal workers clearing lot saw I was with my kid and he was nice enough to grab me a shopping cart from another cart holder …,2016-01-01,13
2818,5,Steven Murph,I love Bj's it's my all in all shopping experience been a member over 15 -20 yrs,2018-01-01,13
2819,4,Michael Ogletree,Have shopped both locations in Philadelphia. No drop off in quality or quantity of products. Staff at each friendly and helpful.,2017-01-01,13
2820,3,Brian Nielsen,"Typical discout club,  but this location is always understaffed - especially at Customer Service and the Registers. This results in some ridiculously long lines at check out and to get assistance.  Most of the staff is friendly, but there …",2017-01-01,13
2821,4,Jane Durkin,Overall great.   Lines can be too long which causes frozen foods to start defrosting which isn't good especially in the summer,2018-01-01,13
2822,3,Anthony Cesarini,We used to belong to BJ's and don't belong now. Why don't with my parents who are members today and had no desire to rejoin. Free sample stations were Barren all morning. Aisles were disorganized. Prices were higher than what I can get on …,2018-01-01,13
2823,1,Raul Castro,"I stop to buy a freezer on my only day off, the freezer was on special, the pallet at the floor was empty but tuey have other two pallets with 2 freezer on each one over the shelf. I ask on customer service if someone can help me to get …",2019-01-01,13
2824,5,Ervin Cardoza,"Good place to buy, bulk items, at great prices. Plus the membership offers fantastic rate on gas.",2018-01-01,13
2825,5,Matt Stephens,"✓ it out 100% Love This Place Where You Can Get All Best Organic Groceries, Home Products, New State Of The Art Electronics, & Even Automobile Tires You Name It ""One Stop Shop""  Trust Me...Every Month $300.00 Spent $675 - $725 Worth of Goodies !!!!!!!!!!!",2018-01-01,13
2826,5,Lisa Marconi,"A great place to buy in bulk, the things you use the most.",2018-01-01,13
2827,4,Caleb Rose,Love this place. The girl who signed us up was so nice.,2018-01-01,13
2828,5,Dimitri Fourcand,Best place to shop if you've finally learned how to save by buying bulk...,2018-01-01,13
2829,2,Yaroslav Dankulich,"Great prices but horrible service, took me half hour at self check out and I had only one person in front of me. The mashines are horrible, call for assistance for every dumb thing. The lady's that r supposed to be helping are either away or chating with each other, horrible service",2017-01-01,13
2830,5,Opie Yates,Wide selection and good prices. Checkouts move very quickly.,2018-01-01,13
2831,4,Nancy Vargas,Quick and easy with plenty of cashiers (could have been the time of day too).,2018-01-01,13
2832,4,Lisa Opie,Great place. Can get crowded at times. It's best to get there early.,2018-01-01,13
2833,3,animal king Moriah Ramos,"Good place some things are priced good some aren't, me I prefer Sam's Club.",2018-01-01,13
2834,5,Dottie Andrews,Great selections and good staff. Food is fresh and it is clean.,2018-01-01,13
2835,5,Wendy Brown,Nice bargains but needs to be more appealing to the eye. Too warehouse.,2018-01-01,13
2836,5,jeffrey robinson,Customer service was excellent. Spoke with someone name Jackie today about someone else using my account without my knowledge and she fixed my problem. She deserves a raise. Thanks again,2016-01-01,13
2837,4,Murray Weismer,Good prices with extensive selection. Great fresh sliced deli prices and the cheapest gasoline in the area.,2016-01-01,13
2838,5,Peter Vargas,It's always a pleasure getting high quality food in bulk and pay great prices,2018-01-01,13
2839,5,M Mierkowski,I love BJ's for the bulk and pricing...you can usually find what you want at a reasonable price,2018-01-01,13
2840,2,Buddy Fox,"I received the club membership identification card in April 2012.  When I signed up, the senior female representative took my picture but told me not to worry about posing because the equipment didn't work, has had problems for years …",2013-01-01,13
2841,4,Antonio Peay,"Slow employees, but great prices",2018-01-01,13
2842,5,Mommy and John Do Everything,I love going here its almost like a playground for giants and we're ants enjoying the Giants place too,2015-01-01,13
2843,4,Eli Colon,"very helpful and I have been a member for a long time, no problem with the assistance",2015-01-01,13
2844,5,Miriam Diamant,"They really have a great selection of ""bulk"" goods.",2018-01-01,13
2845,2,Dave Laub,"Product selection is OK, not great though.  The employees are miserable.  Specifically the self checkout attendant.  After asking her to void out a transaction she became aggravated and rude.  You would have thought she had been asked to give up her first born.  The lady at the eye glass center seemed pleasant though.",2016-01-01,13
2846,5,Alfonso Coley,"In comparison to Sam’s Club and Costco club stores, BJ’s wholesale club has the best-priced delicious deli meats hands-down. I also love BJ’s in-store coupons which add to the value of the shopping experience. Also, BJ’s wide variety and …",2020-10-01,13
2847,1,SYED HUSSAIN,It's not good for resaler,2020-01-01,13
2848,5,Joseph Brach,A great place to go shopping for bulk items. But you need a membership.,2017-01-01,13
2849,5,Yvonne Smith,"I enjoy ❤️ BJ's meats, good tasting deli meats and pastrys.",2018-01-01,13
2850,5,GREGORY CHASE,"GREAT GAS PRICES ,GREAT ELECTRONICS PRICES,BEST OF ALL BANG FOR THE BUCK.",2017-01-01,13
2851,5,sajan mat,Everything under one roof and a nice place to do shopping.,2018-01-01,13
2852,4,Jason Ibbetson,Good prices but member services had a long line and it seemed as if managers would just walk by rather then help out.,2016-01-01,13
2853,5,Toshen M. Thomas,The staff here are very nice! Great bulk shopping experience!,2016-01-01,13
2854,4,Abram Cushner,Had everything I. Needed and check out was quick,2018-01-01,13
2855,5,luis nazario,"Great prices, friendly employees and name brands.",2018-01-01,13
2856,4,George Knoll,Always good to go to BJ's they just need more registers,2018-01-01,13
2857,1,Lisa Scott,I will never go to BJs again its a rip off and anyone who thinks there getting a deal really sit there and compare prices wow so to those of you who are thinking about becoming a member dont do it or do it but take lube with u when u go shopping lol what a joke,2015-01-01,13
2858,2,Eugene Leone,"Didn't have two items that I had a BAd coupon for, and waited forever in express lane because they won't enforce the 8 item or less designation of that lane. Had enough now.",2018-01-01,13
2859,5,Melow Cac,Im being a member for 5 years and my family never had a complaint about anything from costumer service to prices. Prices are like everywhere some product are on sale some others not is up to the consumer to do their savy desicions on what …,2015-01-01,13
2860,5,Michael Callahan,"Great prices, great selection, easy self checkout.",2018-01-01,13
2861,3,Quitt Lyingg,Long waits and you can get better deals on food at Shop Rite on sale and Walmart online for everything else. And there are no annual fees like BJ's charges.,2017-01-01,13
2862,5,Linda Lunkenheimer,Love it,2018-01-01,13
2863,5,Andrea Aldridge-Edmonds,Always in and out. Everyone is always pleasant and helpful,2018-01-01,13
2864,5,Angeles Castillo,Great price. Good coupons,2017-01-01,13
2865,5,Dana Smith,Excellent prices and saved money with coupons.,2018-01-01,13
2866,4,Brilzen Varghese,Very convenient location now has a Dunkin donuts,2018-01-01,13
2867,1,John Valentino,"Rough crowd. Customers and help. Few smiles.

Prices on food very high compared to other clubs.

Will not rejoin. Would rather drive a bit further to Sam's and much farther to Costco.",2017-01-01,13
2868,5,Dan TheOnlyOne,Way to shop and save,2018-01-01,13
2869,5,elaine murtaugh,Great store to buy in bulk nice staff,2018-01-01,13
2870,3,Stanley Freeman,The busiest of all locations. WORTH the ride to go up rt.309....,2017-01-01,13
2871,4,Theo Tsamoutalis,Very  nice  and  cheap  prices  . Got  everything,2018-01-01,13
2872,1,TVJK99,Worst customer service ever. The support staff was not helpful at all. I would never come back again.,2018-01-01,13
2873,4,Kaiser Sosa,They accept manufacturer coupons combined with their own. The gas is the cheapest in the city,2016-01-01,13
2874,5,Muhammad Hanif,Best in everything including gas for my car.,2017-01-01,13
2875,1,wali xo,HORRIBLE!!! These guys are absolutely horrible from their service which lacks in every aspect to their weak products! They didn't have any of the items my lady and I wanted. We will never shop at a BJ's again.,2015-01-01,13
2876,1,Tumicky Rd,Night gas attendant needed customer service etiquette. Very rude!,2018-01-01,13
2877,5,Matthew Vaughn,Great prices and selection  of products.,2018-01-01,13
2878,5,Barbara Randall,A great and Friendly place to shop,2018-01-01,13
2879,5,Omar Reid,Great price good offer coupons,2018-01-01,13
2880,5,Design 1972,Great store!,2019-01-01,13
2881,5,Aleksei Pavliuk,good,2020-01-01,13
2882,4,Lumma Lima,Very good,2020-01-01,13
2883,5,yetunde salami,Nice place to shop with reasonable price.,2018-01-01,13
2884,5,Demetria James,Love it,2020-01-01,13
2885,5,Evelyn H,"Seafood, deli and groceries!",2019-01-01,13
2886,4,Alejandro Reyes,"Good  products and fresh ,good  price, keep  up",2018-01-01,13
2887,1,L Masso,Customer Service or lack of at this location. Go elsewhere!,2020-01-01,13
2888,5,Irvin Farber,Found what I wanted.  Workers friendly.,2018-01-01,13
2889,4,Rohit Thaip,"Great store, great selection, though the amount of checkout aisles is always a problem and their self checkout often has problems.",2018-01-01,13
2890,5,Deborah McCloud,Excellent,2018-01-01,13
2891,4,Sherry Garrison,"It's okay,  staff is very helpful.",2018-01-01,13
2892,4,teby mathai,Great range!,2018-01-01,13
2893,5,Bobb L,Very Good,2018-01-01,13
2894,5,Lazaro Chavez,If good,2018-01-01,13
2895,5,ASYL LLC,Very clean store,2018-01-01,13
2896,5,Norman Brown,Found what I wanted and needed,2018-01-01,13
2897,5,Sherray Gould,No problem,2018-01-01,13
2898,5,Iris Claudio,Very clean and quiet,2018-01-01,13
2899,3,Olga Shestova,"Cheapest gas around, pays for membership.",2018-01-01,13
2900,5,Ben Beck,If your looking for bulk come here.,2018-01-01,13
2901,4,Genevieve Fortune,Great,2018-01-01,13
2902,5,michael ross,Loved,2018-01-01,13
2903,5,Gabriel Rosario,Always good from coast to coast 👍👍,2018-01-01,13
2904,5,ahmad ali,Not bad lol,2018-01-01,13
2905,3,Anish Bhajjan,Good,2018-01-01,13
2906,1,Ryan Conklin,"Terrible!  Long lines and very rude
customers!",2018-01-01,13
2907,5,Carolyn Campbell,Customer service was pleasant and helpful,2018-01-01,13
2908,3,Olga Leonova,It's BJ'S nothing special,2018-01-01,13
2909,4,Warren Green,Not enough cashiers,2018-01-01,13
2910,4,Marcia King,It was great,2018-01-01,13
2911,5,Kingsam Likedat,You will get all you need,2018-01-01,13
2912,5,Robert Dagostino,"Excellent as always,pricing and employees.",2018-01-01,13
2913,5,Queen_BriBri,"It has almost everything ,but so much BIGGER😀",2018-01-01,13
2914,5,Koba Julakidze,Good,2018-01-01,13
2915,5,Jose M. Santamaría,Allways clean,2018-01-01,13
2916,5,Brittany Alverest,I got everything I needed,2018-01-01,13
2917,5,Mike Dumont,Love it,2018-01-01,13
2918,1,Steven C,Need more people in the check out,2017-01-01,13
2919,5,3 Fun Girls,Great place best deals,2018-01-01,13
2920,5,Cla Fra,Good shopping,2018-01-01,13
2921,4,Cheryl Carlson,Propane purchase was very complicated!,2018-01-01,13
2922,5,moises batallas,very good price and discout,2017-01-01,13
2923,5,Heather Slawinski,Great,2018-01-01,13
2924,5,Matt Thomas,Everything for cheap price with coupons,2018-01-01,13
2925,1,Sarah Dominello,Always end up at SAMs club   Or acme because BJs doesn't open until 9! They really should open at 8.,2016-01-01,13
2926,3,Latasha Hall,Long lines. Customer service can be a little better.,2018-01-01,13
2927,5,Azamat Asadov,Good,2017-01-01,13
2928,5,Luiz Richter,I can find everything that i want,2018-01-01,13
2929,1,Константин Романовский,Customer service is insanely slow,2017-01-01,13
2930,4,Ahmed nijim,"Always busy , good selection good prices",2017-01-01,13
2931,4,S Matt,We are regulars at this location -- friendly staff and quality merchandise.,2017-01-01,13
2932,5,robert fuglio,They have everything you don't know you need,2017-01-01,13
2933,5,eduardo cabrera,Love it!,2016-01-01,13
2934,5,EhsOfBass,Cheaper and better perks than the competition,2016-01-01,13
2935,1,Dawn Liss,This store is horrible.   Waited in line For over 30 minutes.       More people walking around doing nothing.  Now I know why we go to the warrington store.  Will never come back here.,2017-01-01,13
2936,4,She Davis,Everyone was very pleasant with me,2017-01-01,13
2937,4,raad jabbarin,All the prices of the regular price there is no wholesale price you get some coupons that's all,2017-01-01,13
2938,4,Dmytro Berbasov,"Nice gas prices, but people (not personal, they are nice) kinda chaotic.",2016-01-01,13
2939,4,Tee Tee,Staff is always helpful,2016-01-01,13
2940,4,Michael Quinn,.,2016-01-01,13
2941,5,Deborah Wilburn,Love it,2016-01-01,13
2942,4,humberto c,Can b better,2015-01-01,13
2943,4,Shivang Patel,SO RUDE.!,2013-01-01,13
2944,5,Maria Marin,"(Translated by Google) I love it because I find everything and organic products are separated

(Original)
me encanta porque encuentro de todo y los productos orgánicos están separados",2020-08-01,13
2945,5,zuleyka valentin,"(Translated by Google) Super big

(Original)
Súper grande",2020-11-01,13
2946,5,Floridalma Lopez,"(Translated by Google) I love good service

(Original)
Me encanta buen servicio",2020-11-01,13
2947,5,jairo cordoba,"(Translated by Google) For its prices

(Original)
Por sus precios",2018-01-01,13
2948,4,Nanis Meelasla,"(Translated by Google) It's just a generic BJs

(Original)
It's just a generic BJs",2018-01-01,13
2949,4,MARIBEL GARCIA,"(Translated by Google) Cool

(Original)
Genial",2020-06-01,13
2950,5,robert rodriguez,"(Translated by Google) Excellent

(Original)
Excelente",2018-01-01,13
2951,4,Vladimir H.,"(Translated by Google) Nice Mega Shop

(Original)
Хороший Мега магазин",2018-01-01,13
2952,5,Nelson Braga,"(Translated by Google) Excelenty

(Original)
Excelenty",2017-01-01,13
2953,4,michael mallon,,2018-01-01,13
2954,3,Mercedes W Figueroa,,2020-01-01,13
2955,5,Christine BenSlimen,,2018-01-01,13
2956,4,Natalia k,,2020-01-01,13
2957,4,Jason Silvestre,,2021-03-01,13
2958,5,rachel playz roblox,,2018-01-01,13
2959,4,Tanya Matthews,,2018-01-01,13
2960,3,曾浩浩,,2018-01-01,13
2961,3,SHINE O PTM,,2017-01-01,13
