name,text,rating,review_count,top_reviewer,helpful_reviewer,date_published,date_scraped
Beth,"I have bought Sam's club groupons before but it was very difficult to redeem. When I followed instructions it told me to contact Sam's, emailed Sams and they told me to contact Groupon. I was told to go in store and they couldn't help me either. Finally I spoke w someone on phone at Sams and they got it worked out. Then I had trouble redeeming my items....",3,0,0,0,03/14/2020,03/28/2021 10:00:43
JEFFREY,Great experience just needed you wait for emails but got it all,13,0,0,1,03/14/2020,03/28/2021 10:00:43
Sandra,I will never use groupon again after this horrible experience. I purchased the $35 membership that promised $35 gift card and a free item. Sams does not recognize this so I was totally ripped off. I tried to rectify this with both Groupon and sam’s and was unsuccessful. A word of warning: Do Not purchase this scam!!,2,0,0,0,05/17/2020,03/28/2021 10:00:43
Nathan,"I bought this and I am trying to still get my card. it's been two days (48 hours) and still nothing. So, where did my money go Goupons?",9,0,1,0,03/14/2020,03/28/2021 10:00:43
Josh,"Once I got my new membership I was told to go wait outside with the rest of the 2nd class costumers (that's how I felt, 2nd class). My membership doesn't allow me to come in when the store opens like the upper class costumers. CANCELLED!!!!",2,0,0,0,03/14/2020,03/28/2021 10:00:43
斯,i have not receive the redeemed code,1,0,0,0,03/14/2020,03/28/2021 10:00:47
GURU,"Voucher number didn’t work properly and I didn’t receive any gift cards, nighter the e- gift card nor the regular gift card? I didn’t get any benefit for purchasing Sams club membership through Groupon.",1,0,0,0,03/14/2020,03/28/2021 10:00:47
Gerry,this is the worst site to work with. once I get this item I brought. I will be deleting this site and never using it again. you can't contact anyone.. the worst!!!!,3,0,0,0,03/14/2020,03/28/2021 10:00:47
Angela,the voucher number given to me did not work and sams club would not honor the it. refund or correct the problem,2,0,0,0,03/13/2020,03/28/2021 10:00:47
Keli,"My redemption code will not work. I've tried activating via the link and going directly in to my local store. Nothing works. My local store said I should have received an email but I did not. Also can't find any way to contact support at groupon to get help with the situation, since they no longer have customer support via phone. I'm extremely frustrated and nobody can seem to help me!!",2,0,0,0,03/13/2020,03/28/2021 10:00:47
Elisa,I went to sams to get my card after purchasing it on GROUPON and I was not able to. After standing in line for almost an hour I was told people have been unable to get their sams card if it was purchased through Groupon. I tried numerous times to get in touch with customer service and I was not successful in doing that either.,1,0,0,0,03/12/2020,03/28/2021 10:00:47
Rosmary,"I never received my gift card ,",2,0,0,1,03/12/2020,03/28/2021 10:00:47
Timothy,I can’t pull Voucher code to redeem my groupon,3,0,0,1,03/12/2020,03/28/2021 10:00:47
Frederic,Bought this and when I went to redeem code and nothing came up. Shows redeemed and I have called every number I can call and nobody know how to refund or is able to replace my order. Need help.,4,0,0,1,03/30/2020,03/28/2021 10:00:47
Susan,Overall the groupon voucher has been of benefit to us for Sam's club. The added free items were a great plus.,1,0,0,1,03/09/2020,03/28/2021 10:00:47
Maureen,"Friendly and helpful customer service. I am very pleased with this membership and will be renewing it, as it is set to expire in seven days.",9,0,1,1,03/06/2020,03/28/2021 10:00:51
Craig,good pricing and variety of product.,38,0,1,1,03/04/2020,03/28/2021 10:00:51
Tammie,"I got the Sam's card just fine but I was also supposed to get 4 free items which I never received. I contacted Groupon several times and talked to staff at Sam's. Groupon finally gave me my money back for the free items that I didn't receive. My Sam's is in Joplin, MO.",3,0,0,0,03/03/2020,03/28/2021 10:00:51
SANDRA,"Employees were not knowledgeable about processes. Prices were good if you buy items in bulk - which is good for large families or organizations. If you are single or a couple and cannot use a case before it ruins, it is not worth the extra costs. Also, several items are less expensive elsewhere.",3,0,0,0,03/02/2020,03/28/2021 10:00:51
Mary,"They said that my Membership expires on March 6, 2020 but I know when I got my membership and they don’t believe me so I don’t know if it’s you guys or if it’s Sam’s",1,0,0,0,03/02/2020,03/28/2021 10:00:51
Blair,"To this date, I still have not received the gift card for $25. I received the initial $5 one. And, I was unaware that it would be split up into 2 separate cards until after I made the purchase.",2,0,0,1,03/02/2020,03/28/2021 10:00:51
Lisa,Membership desk did I not know how to process Groupon. I never received my $30 in coupons after my $30 purchase.,6,0,0,0,03/01/2020,03/28/2021 10:00:51
ALBA,"Never got the rewards that they promised. Tired of contact help, they say that I have to wait and I've been waiting more than 3 months",26,0,1,0,03/11/2020,03/28/2021 10:00:51
Yvonne,I am not happy with this Groupon because I Purchased the Sam’s membership and never received my free groceries I hit redeem because I thought I needed a code so now what do I do to get my Free itwms.,90,0,1,0,02/28/2020,03/28/2021 10:00:51
YOGESH,"read the fine print very carefully multiple times. I only received $5 ecertificate and a rottessire chicken. Did not receive the $25 ecertificate, as i spent $25+ in the store within 30 days, instead of online.",3,0,0,0,02/28/2020,03/28/2021 10:00:51
Patricia,The people are not knowledgeable and if you talk with two or three different people you will get two or three different answers.,1,0,0,0,02/27/2020,03/28/2021 10:00:54
Daniel,Purchased the Groupon and basically got nothing out of it,9,0,0,0,02/27/2020,03/28/2021 10:00:54
Jeff,I was not given by Sam's any of the promotion items. Sam's redeemed the coupons at the store instead of using the redemption code. Totally bad service with getting new code from Groupon and then Sam's not honoring the voucher. After it was redeemed I couldn't get back in to find the voucher code with Groupon. Spent 5 hours with Groupon to get new redemption code. Bad offer,5,0,0,1,02/26/2020,03/28/2021 10:00:54
Susan,"really good price and quality for some stuff,such as roast chicken, organic eggs, some breads",10,0,1,1,02/25/2020,03/28/2021 10:00:54
Andrew,"While the membership is good, was unable to obtain my free items that came with the Groupon offer.",5,0,0,0,02/25/2020,03/28/2021 10:00:54
Toni,"I really enjoy sams club, it’s awesome",1,0,0,0,02/24/2020,03/28/2021 10:00:54
Sandra,Don’t use Groupon Sam states it take two to three weeks to get it but ur in the store then so u just lost the groupon money unless u,1,0,0,0,02/24/2020,03/28/2021 10:00:54
Nada,I thought they will send me back 30$ hift but they didn’t and it should be like,1,0,0,0,02/23/2020,03/28/2021 10:00:54
Guest,Poor customer service,1,0,0,0,02/20/2020,03/28/2021 10:00:54
Karen,"Groupon, I can't believe you sent me a rate the company, when you Groupon the company has not answered or responded to the issue of this purchase. As for the Sam's employee she was fabulous!!!! She tried over and over to fix the issue but the system wouldn't let her!! I also called customer service and was told that this issue would be put as priority and I would hear something within 5 days. It's been 7 and still no response???",5,0,0,0,02/19/2020,03/28/2021 10:00:54
Guest,I have yet to get my Sam’s card apparently I missed a step so now I’ve just thrown money away,1,0,0,0,02/17/2020,03/28/2021 10:00:58
Guest,"Never redeemed a Groupon, because I never received it. Then received a notice that it had expired. Pulled up the voucher on my phone at my last Sam’s Club visit and they told me that the voucher did not have the proper numbers for them to enter. Then I received an email that I had used my Groupon. Never used it never received it! Very disappointed with Groupon and would never purchase anything from Groupon again!!!",1,0,0,0,02/16/2020,03/28/2021 10:00:58
Darren,"We received our membership and our $20 egift card. We never received the ""more"" on this deal and we were hassled when we went into the club after registering online. They acted they didn't wat to give us our membership cards and struggled to figure out the groupon redemption. Haven't been back since, this was a real waste of money and falsely advertised the benefits as they were never fully received.",7,0,0,1,02/15/2020,03/28/2021 10:00:58
Alan,"Sam's Club offers an extensive variety of consumer goods and services at a solid, and, at times exceptionally good value. They also deliver items directly to your front door. This is also an excellent value, if you have opted to pay for the ""Sam's Plus"" membership upgrade.",3,0,0,1,02/13/2020,03/28/2021 10:00:58
Guest,"I never received the free gift nor the $25 gift card, just a lousey $5gc",1,0,0,0,02/13/2020,03/28/2021 10:00:58
Thao,Good place for shopping,1,0,0,0,02/13/2020,03/28/2021 10:00:58
Sally,I have been a member for years and really enjoy my membership. Plus discounts on gas,18,0,1,0,02/12/2020,03/28/2021 10:00:58
William,Never received $25 gift card. Just $10 scars. Met all spending requirements. Intend on cancelling membership.,1,0,0,0,02/11/2020,03/28/2021 10:00:58
Latasha,My purchase came with $30 in e-gift cards and have never got them even after chatting with an agent. Unhappy customer!!!,3,0,0,0,02/11/2020,03/28/2021 10:00:58
Danielle,I had a small pick up order. Maybe 6 items. No one ahead of me. Took forever to get my things. About 25 minutes. SMH.,3,0,0,0,02/11/2020,03/28/2021 10:00:58
Kathleen,"Poor customer service, especially if you bought thru Groupon because that throws the Sams Club staff into a tizzy. You might find a couple of deals, but I find most of their prices comparable to retail stores.. except, at Sam's you have to buy in bulk. Unless you are a large family or a business, it's probably not going to be worth it to you. I like their chickens and blueberries, but that's not enough incentive, for me, to purchase a membership again.",4,0,0,0,02/10/2020,03/28/2021 10:01:02
Nasreen,I bought the Sams Club membership on Nov 29 2019. I haven’t yet received my $25 e-gift card. Please let us know whom we should contact and how to retrieve.,1,0,0,0,02/10/2020,03/28/2021 10:01:02
Jinwu,I didn't receive the gift card !,1,0,0,0,02/10/2020,03/28/2021 10:01:02
Susan,I got the card but they didn't give me any of the perks. I waited for them to show up in my email but I never received the freebies by mail or email. I wouldn't have bought this if I knew that I wouldn't get the freebies.,1,0,0,0,02/09/2020,03/28/2021 10:01:02
TAMMY,0 never got my gift cards or chicken have called and emailed with no resolution. Worst experience I have had with Groupon.,12,0,0,0,02/08/2020,03/28/2021 10:01:02
Rupert,don't know whois at fault ..Didn't get what was promised..either Sam's club blames groupon ..or what i got a 45$ memebershi for 45$..no rewards .no e coupons no nothing,3,0,0,0,02/07/2020,03/28/2021 10:01:02
Storme,"We were really excited to get a SAMS membership for the first time and this Groupon seemed like such a good deal. We redeemed our membership online and received our free items in store. However, it’s been two months and we have yet to receive ANY of our gift cards (supposed to be $35!) even after we made the necessary purchases to qualify for the gift cards. Very disappointed.",2,0,0,0,02/07/2020,03/28/2021 10:01:02
Melanesia,No Comment,1,0,0,0,02/07/2020,03/28/2021 10:01:02
Helen,Easy to work with.,2,0,0,0,02/06/2020,03/28/2021 10:01:02
David,Great deal through Groupon!,1,0,0,0,02/05/2020,03/28/2021 10:01:02
Murray,The fine print is terrible.,2,0,0,0,02/05/2020,03/28/2021 10:01:06
Cathy,Sam’s promises but does not follow through. I have spent hours trying to get ecoupons that we’re part of Groupon offer.,9,0,1,0,02/05/2020,03/28/2021 10:01:06
Jeannie,Sam's Club does not feel as crowded as other membership warehouses. Great prices and selection of goods. Love being able to scan and pay for items with the app.,5,0,0,0,02/05/2020,03/28/2021 10:01:06
Mary,I didnt get my gift certificate. Its annoying I hs,9,0,0,0,02/03/2020,03/28/2021 10:01:06
SJW,$25.00 did not get in time so lost $25.00 of the $35.00 in coupons. Plus most people at Sam's club don't understand how your program works.???,1,0,0,0,02/02/2020,03/28/2021 10:01:06
Portia,Fantastic deal. I ended up upgrading my membership to Plus.,36,0,1,0,02/02/2020,03/28/2021 10:01:06
Sheri,Too confusing and too many rules. Lost out on the $25 ecard.,14,0,1,0,02/01/2020,03/28/2021 10:01:06
Shawna,I purchased this membership through Groupon for $30 and the promise to receive $30 in gift cards: $5 immediately and $25 after making purchase. I received the $5 gift card by email with no problem. I made some purchases totaling $100+ and still haven’t received the $25 in gift cards. On my last trip to Sam’s I spoke to customer service and was brushed off and told couldn’t help me. I feel misled.,1,0,0,0,02/01/2020,03/28/2021 10:01:06
Tiyonna,never got gift cards from groupon,1,0,0,0,02/01/2020,03/28/2021 10:01:06
Caroline,employees were very helpful!,2,0,0,0,01/31/2020,03/28/2021 10:01:06
Jennifer,I never received the $20 e-certificate,1,0,0,0,01/29/2020,03/28/2021 10:01:09
Lauri,One of the worst experience I have had on Groupon. Love Sams Club & Groupon they just don’t work together.,7,0,0,0,01/29/2020,03/28/2021 10:01:09
Michael,Purchased a Sam’s Club membership that was supposed to come with the gift card I never received the gift card Sam’s Club told me to contact Groupon Groupon is telling me to contact Sam’s Club I keep getting the runaround,7,0,0,0,01/29/2020,03/28/2021 10:01:09
Chelsie,"I never got the confirmation email to set up my Sam's Club membership. I then called. I was put on hold for over 30 minutes. The person who answered could not help me, took my info, and said someone would call me within the next 48 hours. No one ever called.",2,0,0,0,01/29/2020,03/28/2021 10:01:09
Dale,I never rec’d my $30 e-gift,77,0,1,1,03/14/2020,03/28/2021 10:01:09
Ynetta,Wasn't able to print my voucher because it expired. I couldn't get credit for what I paid for it. Don't understand why something would expire after 2 months of purchasing. This was my first time not ordering a product that would've been shipped. I assumed the membership information would've been mailed to me. Didn't plan on getting sick in the hospital out of town and I never had a chance to go into Sam's in person either.,3,0,0,0,01/29/2020,03/28/2021 10:01:09
Aimee,Bad customer service. Store or online. I’m not properly informed how to avail the membership promotion even I asked the store staff. Lack of knowledge regarding membership promotion of hotline customer service representative when I called them. Not worth buying membership or becoming a member. It sucks,1,0,0,0,04/13/2020,03/28/2021 10:01:09
Betty,"DONT BUY IT!!,! This Groupon deal does not work! I was unable to get my free items. SAMS club said it was groupons fault. All Groupon showed was that it was redeemed. So the free e coupon never happened nor did the 4 free items.",5,0,0,0,01/28/2020,03/28/2021 10:01:09
Romy,never got the free gifts and gift cards!,1,0,0,0,01/28/2020,03/28/2021 10:01:09
Roberto,Never received the promised gift cards,3,0,0,0,01/27/2020,03/28/2021 10:01:09
Phyllis,I feel that I was scammed on this deal. I never received the $30.00 egift card and other offers promised by Groupon and Sam's.,1,0,0,0,01/27/2020,03/28/2021 10:01:13
Sansannah,"This was a great value! Combined with the free gift card and free in-club items, the membership was paid for.",1,0,0,0,01/27/2020,03/28/2021 10:01:13
Bettyreh,No problem with Sam's Club but I have not gotten my gift certificates or free chicken yet.,1,0,0,0,01/27/2020,03/28/2021 10:01:13
Ariel,Great. Easy to use. Roommate and I were happy with all the food this deal came with!😋,14,0,1,1,01/26/2020,03/28/2021 10:01:13
Tat,I bought a membership for 12 months with electronic gift card and never got a benefits,3,0,0,0,01/26/2020,03/28/2021 10:01:13
Mustafa,It’s been 4 weeks since redeeming this group on special and I have yet to receive the $ voucher,2,0,0,0,01/25/2020,03/28/2021 10:01:13
Teresa,I Love how things come in bulks and the prices/sales have been AWESOME! I sorry that it took,38,0,1,1,01/25/2020,03/28/2021 10:01:13
Bill,I was not able to access the gift cards that were associated with the purchase.,6,0,0,0,01/25/2020,03/28/2021 10:01:13
Shilpa,Never got the gift cards as promised. Disappointing,6,0,0,0,01/25/2020,03/28/2021 10:01:13
Tat,I bought $30 for a New 12-Month Sam’s Club Membership with $30 in eGift Cards and One Free Item ($79.98 value) and never ever got my benefits! Definitely not going use Groupon more.,3,0,0,0,01/25/2020,03/28/2021 10:01:13
Ryan,I never received the $25 ecertificate.,1,0,0,0,01/25/2020,03/28/2021 10:01:17
Darlene,The cashier was nice and helpful. The manager loaded 2 fifty pound bags of rock salt onto my cart. I was truly thankful for him and the young man that loaded the bags into my truck. I think this would be one for my books. There's usually nothing/noone to give praise for at Sam's Club.,17,0,1,1,01/25/2020,03/28/2021 10:01:17
Trevathan,"I never got a cards or documents in the mail ! I would like my Sam’s card NOT A REFUND IF POSSIBLE! Also I have attempted to contact Groupon & Sam’s prayer .Also I did relate prior address 2109 W Warren,Apt3C, Chicago,Illinois to 1810 W Adams,Apt2A, Chicago Illinois THANKS FOR SUPPORT & AID.",6,0,0,0,01/24/2020,03/28/2021 10:01:17
Hector,They never let me sign for the memb,1,0,0,0,01/24/2020,03/28/2021 10:01:17
David,"Sam's has great deals on just about everything but need to open up more cashiers,rather than self serve!",47,0,1,0,01/24/2020,03/28/2021 10:01:17
Vicky,Had to call to get this figured out,9,0,0,0,01/23/2020,03/28/2021 10:01:17
JAMES,Missed the opportunity to take full advantage of the offer due to expiration date.,4,0,0,0,01/23/2020,03/28/2021 10:01:17
Delores,The groupon didnt work as expected. Sam's Club did everything possible to assist but the voucher for the $25 ecoupon was never received. Sam's club sent me back to Groupon. When Finally got to speak to someone after months of emails n trying calling...no customer service number..I was told they would call back with answer in 5-7 business days...of course..No call back..about one month now.,10,0,1,0,01/23/2020,03/28/2021 10:01:17
Trixie,Never got the promised $10. E-gift card after my first purchase through SocialLiving.com. Too many fine print and oddball ways to get your money back so I missed the $20.00 E-gift card as well. SAM'S on-line customer service response team was supposed to look into it. It took them weeks to get back with me. And it was only after I had sent a second e-mail ...,1,0,0,0,02/01/2020,03/28/2021 10:01:17
Dianne,Great deal. Could not redeem online but customer service was fast and easy.,1,0,0,0,01/23/2020,03/28/2021 10:01:17
Jaine,Excellent store for stocking up on non-perishables and household supplies.,38,0,1,1,01/23/2020,03/28/2021 10:01:20
Dara,"Sad to say I will never order anything else on Groupon. I purchased this Sams club membership in Nov. 2019 I attempted to activate the membership online as instructed. When it did not accept the code I called Sams club, went into the store x3 .Finally I called Groupon . what a nightmare. Still waiting for a back room mgr to email me because “they don’t call customers” No one understood me! HELP",1,0,0,0,01/23/2020,03/28/2021 10:01:20
Paulette,I was able to download everything thing necessary easily. Went to Sam's to have it activated. Very simple. I was not given a chicken or my rebate as yet. To be fair it was activated one week ago.,63,0,1,1,01/22/2020,03/28/2021 10:01:20
John,Didn’t get what we paid for.,3,0,0,0,01/22/2020,03/28/2021 10:01:20
Brittany,Never received my $25 egift card,12,0,1,0,01/22/2020,03/28/2021 10:01:20
Maricela,Great selection and prices!,9,0,1,0,01/22/2020,03/28/2021 10:01:20
Ahmet,Egift card was never issued although I followed every instructions.,1,0,0,0,01/21/2020,03/28/2021 10:01:20
Kimberly,My deal expired before I could print and gift it,2,0,0,0,01/21/2020,03/28/2021 10:01:20
Carol,"I like Sam’s ,because it has name brands& I really like it .I was a member yrs ago & when I saw it on Groupon I decided to try it again.",11,0,1,0,01/21/2020,03/28/2021 10:01:20
Helen,Groupon did not keep its promise for me to get my free item and $30 e-card. I tried several times to redeem online but did not work. Went to Sams Club they checked the Groupon n gave me my card number 69010110316560473. Please help me get what was promised in the Groupon. Thank you,11,0,1,1,01/20/2020,03/28/2021 10:01:20
Candice,Never received my coupons or the free cupcakes & rotisserie chicken,7,0,0,0,01/20/2020,03/28/2021 10:01:24
Felix,The selection is massive and you can locate most items without having to ask...,23,0,1,0,01/20/2020,03/28/2021 10:01:24
Melinda,I enjoy shopping for great deals that sounds club thank you very much although I did not get my $35 ecards when I signed up on Groupon,1,0,0,0,01/19/2020,03/28/2021 10:01:24
Anthony,Groupon would not work. Groupon customer service gives you a recorded message to go on line for resolution. Does not work. Sam’s Club manager gave us a special that was better than the Groupon offer for our trouble.,9,0,1,0,01/19/2020,03/28/2021 10:01:24
Johnny,Sam's Club is awesome which is why I joined!!,103,0,1,0,01/19/2020,03/28/2021 10:01:24
Carolyn,Don’t waste the t,42,0,1,1,01/19/2020,03/28/2021 10:01:24
Tammy,"I purchased the Sam’s Club membership, since it was a great deal, and since I hadn’t been in Sam’s for years. I wanted to give it another chance. I purchased a few clothing items that were good deals, but otherwise have not been impressed with the store or its customer service.",2,0,0,0,01/18/2020,03/28/2021 10:01:24
Donna,This offer was nice but I have yet to receive any of the e gift cards or free product. Groupon was a big fail on this.,1,0,0,0,01/18/2020,03/28/2021 10:01:24
Kathleen,"I like the store but I never did receive my email with coupon as promised thro I did as requested and made a qualifying purchase on December 30,2019",2,0,0,0,01/18/2020,03/28/2021 10:01:24
Anita,Never received the perks. Only got club card and there was a lot of confusion involved with redemption. How/when do I receive my $30 ecard etc. Please advise.,7,0,1,0,01/18/2020,03/28/2021 10:01:24
Christine,Sam’s didn’t honor the 4 things for free. After waiting in customer service 30 minutes thinking it was all handled. It was not. They had to get a manager and finally gave me 3 of the items for 1 cent each. I can afford this no problem it is the hassle. The 4th thing macaroni & cheese I couldn’t find and they didn’t offer to find it.,3,0,0,0,01/17/2020,03/28/2021 10:01:28
Rochelle,"I accidentally let the promotional period expire but I was told that I could still use the amount paid towards a membership. No one at their guest services knew how to use it and they basically told me it was my fault for letting it expire. I asked for a number to call and see and after 30+ minutes on phone they were unable to help me, but did manage to get me click “used” on promo so ya I guess that was a waste of money!!",1,0,0,0,01/18/2020,03/28/2021 10:01:28
Deborah,Purchased my Sam's membership during the holidays. Did so any indication that there was an expiration date . Been involved with a family slowky dying during the holidays & just a few days ago she passed away. I had some free time & went to Aam's Cmub to pick up my new card I purchased on Groupon. I was told it was expired & they could not help me & take it ...,1,0,0,0,01/17/2020,03/28/2021 10:01:28
Christina,I never received my E-Card or free item.,3,0,0,0,01/17/2020,03/28/2021 10:01:28
Arlene,Great buy,4,0,0,0,01/17/2020,03/28/2021 10:01:28
Magaret,I was suppose to get a cash voucher and three free items. Sams never sent them. I went and requested them and they kept saying it will come. It never did. I’d like to still get what I was promised.,3,0,0,0,01/17/2020,03/28/2021 10:01:28
Deborah,Never got the membership!! Wrote to Groupon never heard back,7,0,0,0,01/17/2020,03/28/2021 10:01:28
Pearl,There were so many issues with this. I have yet to receive my e-gift card which no one seems to know about that the locations. Other than that.... it’s ok,15,0,1,1,01/17/2020,03/28/2021 10:01:28
Randa,"I didn't get any of the benefits, basically paid for a membership",6,0,0,0,01/16/2020,03/28/2021 10:01:28
Lynneitta,I renewed my membership with Sam’s Club through Groupon and I still have not been able to redeem my $30 E gift card. I am very disappointed. Can this matter be resolved immediately?,17,0,1,1,01/16/2020,03/28/2021 10:01:28
Barbara,Corporate in all of their wisdom decided to redesign and reduce their membership services stations and staff. When you need assistance plan on waiting in a line for at least 20 minutes. They have put their employees in a very unprofessional position. Please be kind to the employees. It’s the idiots in corporate who make these decisions without first hand knowledge.,1,0,0,0,01/16/2020,03/28/2021 10:01:32
Steven,Awesome,1,0,0,0,01/16/2020,03/28/2021 10:01:32
Lisa,I still haven't received my ecard of $25. My first purchase was made at Sam's 11/2019. I have contacted Groupon and they are supposed to be working on it.,17,0,1,0,01/15/2020,03/28/2021 10:01:32
Christina,I am having difficulty reviewing details of the Groupon deal I purchased -- will reach out to support.,3,0,0,0,01/15/2020,03/28/2021 10:01:32
Louise,Still waiting on my coupons also....,1,0,0,0,01/15/2020,03/28/2021 10:01:32
Stephen,try to redeem did not work you keep telling me I have redeemed it but I will suck up and not deal with Groupon again,11,0,1,0,01/15/2020,03/28/2021 10:01:32
Shuhung,Sam's club made up some reasons and tried to avoid to pay back your redemption for your membership.,1,0,0,0,01/15/2020,03/28/2021 10:01:32
Sharon,"Was unable to redeem, the redemption code would not work. Went to Sams club and they would not help me.",35,0,1,0,01/15/2020,03/28/2021 10:01:32
Bobbie,"I thought I would try Sam's again after not having a card for a few years. When I saw the Groupon deal that included the free things I thought it was a good time to join. I was so wrong. After spending the required amount to get the offers, I got the cards in the mail that said the items were loaded on my card. when I shopped they told me The number on the c...",1,0,0,0,01/15/2020,03/28/2021 10:01:32
Kristina,"1.Activation process was easy 2. It was hard to get the card because they swore up and down that I had to get an email from Groupon with the info, which I never did. I felt like they were saying I was lying about the membership. 3. To get the $25 you have to spend more than $25. 4. There are no free items in insta savings. I've looked all over. 5. Disappointed so far with the gemicks!",14,0,1,1,01/15/2020,03/28/2021 10:01:32
Analicia,"It was a good deal, I was still charged for my free gift which was a rotisserie chicken & never received my gift card.",1,0,0,0,01/14/2020,03/28/2021 10:01:35
Reena,Not getting what I li promise to give,1,0,0,0,01/14/2020,03/28/2021 10:01:35
Auggie,"After your first purchase you’re supposed to receive in the mail coupons, not sure what to call them. They were to total $30.00. I’ve been shopping at Sam’s several times and have not received anything.",10,0,1,0,02/07/2020,03/28/2021 10:01:35
Marlene,Never received any of the $ coupons & my free food so am very disappointed. So what are you going to do about it??? I demanded to have my free gift cards & free food or you are a bunch of frauds!!!,5,0,1,0,01/14/2020,03/28/2021 10:01:35
Renee,Never received any of the coupons or the $off discount so I’m disappointed in Groupon it’s the third time I’ve been burned like this by them sucks for me I guess...,3,0,0,0,01/14/2020,03/28/2021 10:01:35
Deborah,This offer is a nightmare and Groupon was not helpful at all. It wouldnt process and I had over a month worth of Live Chat to either get it processed or my money back. Extremely frustrating. Sams is the one that took care of it and Im still not sure if they ever got paid. I used to be a buying asset of Groupon and because their customer service is ridiculous Im not sure if I will ever buy again,16,0,0,0,01/14/2020,03/28/2021 10:01:35
Maria,We were never able to get the free items and gift card that was supposed to come with the Groupon deal. Sam's claims it is a problem with Groupon. Never have gotten any answers.,5,0,0,0,01/14/2020,03/28/2021 10:01:35
Ron,"The Groupon deal is a complete SCAM. The voucher wouldn't redeem online, Groupon said to talk to Sam's. Sam's passed the buck back to Groupon. We finally got it redeemed in store and NONE of the listed bonus items were loaded and we did not receive the gift card. Note that it says we redeemed it on January 7th but that is a lie - we redeemed it last November...",3,0,0,0,01/14/2020,03/28/2021 10:01:35
Susan,Join and spent the required $25.00 and in turn they were to send me a e-gift card but I never received the card or the free rotisserie chicken. I asked at the store and know one knows anything about it. Can't find the proper person to talk to to get the items they promised.,1,0,0,0,01/13/2020,03/28/2021 10:01:35
Deborah,Very efficient and polite,1,0,0,0,01/13/2020,03/28/2021 10:01:35
Alisi,I still didn’t get my e-gift card.,2,0,0,0,01/13/2020,03/28/2021 10:01:39
Janna,"Great deal, but I still have not figured out how to do the egift card and how to get free gift",1,0,0,0,01/13/2020,03/28/2021 10:01:39
Mary,"I purchased the $30 card deal and could never get sams to give it to me. Without a job, that is a lot of money. Never again will I bother purchasing or going to that business with someone.",1,0,0,0,01/13/2020,03/28/2021 10:01:39
Kwandaleisha,The line was pretty long and I was serviced in 30 minutes. I didn’t receive the gift card that was advertised. The staff was friendly,6,0,1,1,01/13/2020,03/28/2021 10:01:39
Shanie,"Love this Sam’s Club! Always super nice employees and always willing to help you, the customer service line is ever too long and they make the “joining” a super easy process.",26,0,1,0,01/13/2020,03/28/2021 10:01:39
Emily,Customer service couldn't find my freebies,1,0,0,0,01/13/2020,03/28/2021 10:01:39
Lathia,Staff is very helpful. They will walk you through the process and give you all the details of your membership.,38,0,1,1,01/13/2020,03/28/2021 10:01:39
Jessica,"I want to talk about Groupon and it’s support or should I say rather their lack of support. I It climaxed when we tried to use the coupon. Although I had nor yet touched the coupon, even look at it, it showed me as having already used the coupon and with today’s date as the time stamp. There was nothing Sam’s Club could do about it; we needed to clear things up with Groupon. Unluckily This",2,0,0,0,01/13/2020,03/28/2021 10:01:39
Beverly,The problem with the Sam’s club was I never received anything promised with buying the card no free gift or 30 .00 in e cards what is the problem with buying from you,1,0,0,0,01/13/2020,03/28/2021 10:01:39
Sangil,I was supposed to get $25 e certificate after first $25 purchase. They never sent me anything. False advertising!!,3,0,0,0,01/13/2020,03/28/2021 10:01:39
Betsy,Have not received promised gift cards and free items.,1,0,0,0,01/13/2020,03/28/2021 10:01:43
Debora,I never got all of the perks that were promised when I joined Sam's Club that were promised through groupon that were to be included. I contacted groupon and they advised to wait a little longer. Never happened.,1,0,0,0,01/13/2020,03/28/2021 10:01:43
Gina,I love Sams,4,0,0,0,01/12/2020,03/28/2021 10:01:43
Colleen,It is a lot easier to get in and out of than another club in the area. The people that work there need some improvement. The service center especially and the automotive. They are not the friendliest and seem to be bothered when you need assistance It is clean and well stocked.,2,0,0,0,01/12/2020,03/28/2021 10:01:43
Quniah,I love my membership,8,0,0,0,01/12/2020,03/28/2021 10:01:43
Ivanka,I did not get the egift card for $25,1,0,0,0,01/12/2020,03/28/2021 10:01:43
Brenda,Good customer service,1,0,0,0,01/12/2020,03/28/2021 10:01:43
Robyn,just very uninformed personnel,55,0,1,1,01/12/2020,03/28/2021 10:01:43
William,Did a lot of shopping for the holidays and after,2,0,0,0,01/12/2020,03/28/2021 10:01:43
Brandon,Still haven’t got my e-gift card,2,0,0,0,01/12/2020,03/28/2021 10:01:43
Sapna,This sam club card offer is fake. I never received $25. I have been following up with group on customer support team since last 1 month but they are still checking. It is waste of money and not sure why such kind of fake offers posted on group on,1,0,0,0,01/12/2020,03/28/2021 10:01:46
Patricia,Happy! Got coupons for $5 and $ 25 so the $30 fee for membership is set off and I consider it free,11,0,1,0,01/12/2020,03/28/2021 10:01:46
Loni,Great club and great value!,6,0,0,0,01/12/2020,03/28/2021 10:01:46
Andrea,I wasn't allowed to use free gift or the gift card,1,0,0,0,01/12/2020,03/28/2021 10:01:46
Beverly,I never received my egift cards from this purchase,15,0,0,0,01/12/2020,03/28/2021 10:01:46
Ann,Terrible,2,0,0,0,01/12/2020,03/28/2021 10:01:46
